Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Carbon Fiber Reinforced Polymer,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: carbon fiber reinforced polymer, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,100,kHz,1,200
Machine Setting,Energydensity,5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,30,W,10,100
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,0.0015,Ω·m,None,None
Material Characteristics,Fracturetoughness,1.2,MPa√m,None,None
Material Characteristics,Density,1.55,g/cm³,None,None
Material Characteristics,Oxidationresistance,673.0,K,None,None
Material Characteristics,Youngsmodulus,150000000000.0,Pa,None,None
Material Characteristics,Hardness,250.0,MPa,None,None
Material Characteristics,Compressivestrength,1500.0,MPa,None,None
Material Characteristics,Tensilestrength,1480.0,MPa,None,None
Material Characteristics,Flexuralstrength,690.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.98,dimensionless (normalized resistance index),None,None
Material Characteristics,Laserdamagethreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.3,dimensionless,0.1,0.5
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,3,J/cm²,1,5
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3
Laser-Material Interaction,Reflectivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,Thermaldestructionpoint,700,K,500,900
Laser-Material Interaction,Vaporpressure,100,Pa,1,1000
Laser-Material Interaction,Thermaldestruction,673.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.35,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,2.7e-07,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.92,W/m·K,None,None
Laser-Material Interaction,Specificheat,920.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.92,dimensionless (absorptivity),None,None
Laser-Material Interaction,Thermaldiffusivity,5.7e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.3,J/cm²,None,None
,Metric,1064,nm,None,None
