Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,1.1,MPa√m,,
Material Characteristics,youngsModulus,10.3,GPa,,
Material Characteristics,oxidationResistance,0.98,dimensionless (normalized resistance scale 0-1),,
Material Characteristics,density,2750.0,kg/m³,,
Material Characteristics,hardness,1.0,Mohs,,
Material Characteristics,corrosionResistance,0.0005,mm/year,,
Material Characteristics,compressiveStrength,30.0,MPa,,
Material Characteristics,flexuralStrength,15.0,MPa,,
Material Characteristics,tensileStrength,6.5,MPa,,
Material Characteristics,porosity,1.2,%,,
Material Characteristics,laserDamageThreshold,0.75,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,5000000.0,m⁻¹,1000000.0,10000000.0
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.8,MW/m,0.5,3.0
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,1100,K,900,1300
Laser-Material Interaction,vaporPressure,0.05,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,1123.0,K,,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.12,,,
Laser-Material Interaction,thermalConductivity,2.5,W/m·K,,
Laser-Material Interaction,thermalExpansion,6.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,45.2,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.2e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
