Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Boron Nitride,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: boron nitride, laser cleaning, ceramic, technical, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,80,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,2.0,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,50,W,20,300
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,0.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
Material Characteristics,Compressivestrength,414.0,MPa,None,None
Material Characteristics,Fracturetoughness,3.5,MPa√m,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Corrosionresistance,0.98,dimensionless (normalized resistance scale 0-1),None,None
Material Characteristics,Tensilestrength,38.0,MPa,None,None
Material Characteristics,Porosity,0.5,%,None,None
Material Characteristics,Oxidationresistance,1173.0,K,None,None
Material Characteristics,Youngsmodulus,70.0,GPa,None,None
Material Characteristics,Flexuralstrength,70.0,MPa,None,None
Material Characteristics,Density,2.27,g/cm³,None,None
Material Characteristics,Hardness,48.0,GPa,None,None
Laser-Material Interaction,Thermalconductivity,29.3,W/m·K,None,None
Laser-Material Interaction,Thermaldiffusivity,1.55e-05,m²/s,None,None
Laser-Material Interaction,Thermaldestruction,3273.0,K,None,None
Laser-Material Interaction,Laserdamagethreshold,15.2,J/cm²,None,None
Laser-Material Interaction,Laserabsorption,25000.0,m^{-1},None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Thermalexpansion,2e-06,K^{-1},None,None
Laser-Material Interaction,Laserreflectivity,0.92,%,None,None
Laser-Material Interaction,Specificheat,795.0,J/(kg·K),None,None
,Metric,1064,nm,None,None
