Category,Property,Value,Unit,Min,Max
Material Characteristics,density,4.43,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.8,μm,,
Material Characteristics,tensileStrength,900,MPa,,
Material Characteristics,youngsModulus,113.8,GPa,,
Material Characteristics,hardness,3.5,GPa,,
Material Characteristics,flexuralStrength,950,MPa,,
Material Characteristics,oxidationResistance,7,μm/year,,
Material Characteristics,corrosionResistance,0.85,mm/year,,
Material Characteristics,compressiveStrength,900,MPa,,
Material Characteristics,fractureToughness,110,MPa m^{1/2},,
Material Characteristics,electricalResistivity,1.68e-07,Ω·m,,
Material Characteristics,electricalConductivity,581000.0,S/m,,
Material Characteristics,boilingPoint,3588.0,K,,
Material Characteristics,meltingPoint,1632.0,°C,,
Laser-Material Interaction,thermalDiffusivity,0.289,×10^{-5} m²/s,0.06,174
Laser-Material Interaction,thermalDestruction,1933,K,,
Laser-Material Interaction,laserAbsorption,0.45,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,,
Laser-Material Interaction,ablationThreshold,1.05,J/cm²,,
Laser-Material Interaction,thermalExpansion,8.6e-06,K^{-1},,
Laser-Material Interaction,specificHeat,523.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,6.7,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.65,dimensionless (fraction),,
Laser-Material Interaction,vaporPressure,3.8,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1660.0,°C,,
Laser-Material Interaction,absorptionCoefficient,50000000.0,m^{-1},,
Laser-Material Interaction,thermalShockResistance,637.0,K,,
Laser-Material Interaction,reflectivity,0.4,fraction,,
Laser-Material Interaction,absorptivity,0.36,dimensionless,,
