Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,14080000.0,S/m,,
Material Characteristics,electricalResistivity,7.1e-08,Ω·m,,
Material Characteristics,fractureToughness,1.8,MPa m^{0.5},,
Material Characteristics,surfaceRoughness,0.3,nm,,
Material Characteristics,youngsModulus,447.0,GPa,,
Material Characteristics,oxidationResistance,1073.0,K,,
Material Characteristics,density,12.45,g/cm³,,
Material Characteristics,hardness,210.0,HV,,
Material Characteristics,corrosionResistance,0.98,dimensionless (resistance index 0-1),,
Material Characteristics,compressiveStrength,2200.0,MPa,,
Material Characteristics,flexuralStrength,950.0,MPa,,
Material Characteristics,tensileStrength,410.0,MPa,,
Material Characteristics,porosity,0.0,fraction,,
Material Characteristics,absorptivity,0.38,dimensionless,,
Material Characteristics,boilingPoint,4423.0,K,,
Material Characteristics,absorptionCoefficient,44900000.0,m^{-1},,
Material Characteristics,meltingPoint,2607.0,K,,
Material Characteristics,vaporPressure,38.0,Pa,,
Material Characteristics,thermalDestructionPoint,2607.0,K,,
Material Characteristics,reflectivity,0.55,fraction,,
Material Characteristics,thermalShockResistance,161.0,K,,
Material Characteristics,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,54200000.0,m⁻¹,,
Laser-Material Interaction,absorptivity,0.42,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.45,J/cm²,,
Laser-Material Interaction,reflectivity,0.65,dimensionless (ratio),,
Laser-Material Interaction,thermalDestructionPoint,2523.0,K,,
Laser-Material Interaction,thermalShockResistance,450.0,°C,,
Laser-Material Interaction,vaporPressure,1.33,Pa,,
Laser-Material Interaction,thermalDestruction,2607.0,K,,
Laser-Material Interaction,specificHeat,238.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.68,,,
Laser-Material Interaction,thermalConductivity,117.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,6.4e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.11,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,3.95e-05,m^2/s,,
Laser-Material Interaction,ablationThreshold,0.92,J/cm²,,
