# Platinum Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/platinum-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Platinum Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/platinum-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Platinum,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,non-ferrous,,,,,Material subcategory
Basic,Info,Slug,platinum-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Platinum surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for Platinum's moderate reflectivity and thermal processing
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage with controlled thermal input
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal while minimizing Platinum substrate heating
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for thorough cleaning of Platinum surfaces
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal accumulation
Machine,Settings,fluence,5,J/cm²,3,5,,Energy density threshold for effective contaminant removal without Platinum damage
Machine,Settings,power,100,W,50,500,,"Typical range for industrial cleaning of precious metals like platinum to avoid thermal damage; starting at 100W for light contamination. Based on CleanLaser and IPG Photonics specs for 1064 nm systems (e.g., CL 100 series)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for contaminant removal on reflective metals; higher for light contamination (e.g., oils), lower for heavy (e.g., oxides). Recommended 1500 mm/s balances efficiency and safety. From industry standards in laser cleaning manuals (e.g., Adapt Laser Systems guidelines)."
Machine,Settings,pulse_width,30,ns,0.1,1000,,"Nanosecond regime preferred for cost-effective cleaning of platinum with minimal HAZ due to its high thermal conductivity; picosecond (ps) or femtosecond (fs) for ultra-precise work but less common industrially. 30 ns recommended. Supported by laser physics studies (e.g., J. Appl. Phys. on metal ablation thresholds)."
Machine,Settings,repetition_rate,40,kHz,1,200,,"Typical for pulsed cleaning to control heat accumulation on high-reflectivity platinum; higher rates speed up process but risk buildup—40 kHz optimal trade-off. From academic literature (e.g., Opt. Lasers Eng. reviews on pulse repetition in metal cleaning)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below platinum's ablation threshold (~2-4 J/cm² at 1064 nm) for safe contaminant removal; 1.5 J/cm² recommended to vaporize organics without substrate damage. Based on ablation threshold studies (e.g., Appl. Surf. Sci. on noble metals, noting Pt's high reflectivity reduces absorption)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller spots for detailed surface prep on platinum jewelry or components; 200 μm balances precision and coverage for industrial use. From equipment specs (e.g., SPI Lasers cleaning heads for fine metal work)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for thorough removal; 2 passes recommended for uniform platinum cleaning without overexposure. Drawn from industry case studies (e.g., laser cleaning of precious metals in J. Laser Appl.)."
Machine,Settings,overlap_ratio,60,%,10,90,,"Ensures uniform coverage on irregular platinum surfaces; 60% optimal for even energy distribution without excessive heat. From process optimization studies (e.g., Opt. Eng. on scan strategies for laser cleaning)."
Property,material_characteristics,electricalConductivity,9430000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,1.06e-7,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,30,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,0.05,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,168,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1700,°C,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,21450,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,40,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,9.9,dimensionless (rating scale 0-10),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,240,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,240,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,125,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.05,,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,4098,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,76800000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,2041.4,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.44,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,2041.4,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.652,,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,52.4,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,2.2,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,42000000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.065,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.73,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,2041.15,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.8,MW/m,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,2.51e-7,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,2041.4,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,133,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.65,,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,71.6,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000088,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.11,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.0000251,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Medical Devices,,,,,Industry application
Application,Industries,Application 3,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 4,Jewelry and Luxury Goods,,,,,Industry application
Application,Industries,Application 5,Chemical Processing,,,,,Industry application
Application,Industries,Application 6,Automotive,,,,,Industry application
Application,Industries,Application 7,Research and Laboratory,,,,,Industry application
Application,Industries,Application 8,Energy Sector,,,,,Industry application
Application,Industries,Application 9,Marine and Offshore,,,,,Industry application
Application,Industries,Application 10,Cultural Heritage,,,,,Industry application
