# Stainless Steel 304 Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/alloy/stainless-steel-304-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Stainless Steel 304 Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/alloy/stainless-steel-304-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Stainless Steel 304,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,alloy,,,,,Material subcategory
Basic,Info,Slug,stainless-steel-304-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for metal oxide removal
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal metal absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for effective cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,Pulse frequency for controlled cleaning
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Energy per unit area for oxide removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Pulse duration for minimal heat-affected zone
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Beam travel speed for uniform treatment
Machine,Settings,passCount,2,passes,1,10,,Number of cleaning cycles for complete removal
Machine,Settings,overlapRatio,50,%,10,90,,Beam overlap for consistent coverage
Machine,Settings,power,200,W,50,1000,,Typical range for industrial 1064 nm pulsed fiber lasers cleaning SS304 contaminants like oils or rust; starting at 200 W balances efficiency and safety to avoid melting (melting point ~1425°C). Max limited to prevent thermal damage given SS304's reflectivity (~60% at 1064 nm). Source: IPG Photonics CL series specs and study in Journal of Laser Applications (2019).
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective range for contaminant removal without substrate ablation; slower for heavy contamination (e.g., 500-1000 mm/s), faster for light (2000-3000 mm/s). Recommended 1500 mm/s for optimal balance on SS304 to minimize heat accumulation due to its moderate thermal conductivity (16 W/mK). Source: Industry standards from Laserax equipment manuals and Applied Surface Science (2020)."
Machine,Settings,pulse_width,30,ns,0.1,1000,,Nanosecond regime preferred for cost-effective industrial cleaning of SS304; picosecond (ps) or femtosecond (fs) reduce HAZ but are less common. 30 ns minimizes thermal effects while ablating contaminants. Source: Laser physics research in Optics Express (2017) on ablation thresholds for metals.
Machine,Settings,repetition_rate,30,kHz,1,200,,Typical for 1064 nm cleaning to achieve uniform energy delivery; higher rates (>50 kHz) speed up process but risk heat buildup on reflective SS304. 30 kHz recommended for balance. Trade-off: faster cleaning vs. potential oxidation. Source: Academic literature in Lasers in Engineering (2021).
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for safe contaminant removal (e.g., rust, grease) without damaging SS304; damage threshold ~4 J/cm² for ns pulses at 1064 nm. Recommended 1.5 J/cm² avoids ablation while effective, considering high reflectivity. Source: Ablation threshold studies in Surface and Coatings Technology (2018)."
Machine,Settings,spot_size,150,μm,0.1,500,,"Beam diameter range for cleaning; smaller for fine details (50-100 μm), larger for broad areas (200-300 μm). 150 μm recommended for SS304 industrial prep to ensure even fluence distribution. Source: Equipment specs from Adapt Laser Systems and Optics and Lasers in Engineering (2019)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (up to 5) for heavy layers; 2 passes recommended for complete removal on SS304 without excessive heat input. Source: Industry case studies in Journal of Cleaner Production (2022) on metal surface preparation."
Machine,Settings,overlap_ratio,60,%,10,90,,Ensures uniform coverage and avoids gaps/striping; 60% recommended for SS304 cleaning to optimize energy overlap without overexposure. Typical 30-80% based on scan patterns. Source: Process optimization in Applied Physics A (2020).
Property,material_characteristics,density,8,g/cm³,,,,Material property: density
Property,material_characteristics,porosity,0,%,,,,Material property: porosity
Property,material_characteristics,surfaceRoughness,0.8,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,505,MPa,,,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,193,GPa,,,,Material property: youngsModulus
Property,material_characteristics,hardness,2.15,GPa,,,,Material property: hardness
Property,material_characteristics,flexuralStrength,530,MPa,,,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,10,μm/year,,,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.8,mm/year,,,,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,505,MPa,,,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,100,MPa m^{1/2},,,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,7.2e-7,Ω·m,,,,Material property: electricalResistivity
Property,material_characteristics,electricalConductivity,1390000,S/m,,,scientific_literature,Material property: electricalConductivity
Property,material_characteristics,boilingPoint,2750,°C,,,scientific_literature,Material property: boilingPoint
Property,material_characteristics,meltingPoint,1425,°C,,,scientific_literature,Material property: meltingPoint
Property,laser_material_interaction,thermalDestruction,1673,K,,,,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.35,dimensionless,,,,Material property: laserAbsorption
Property,laser_material_interaction,laserDamageThreshold,1.2,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,ablationThreshold,1.85,J/cm²,,,scientific_literature,Material property: ablationThreshold
Property,laser_material_interaction,thermalDiffusivity,0.00000409,m²/s,,,scientific_literature,Material property: thermalDiffusivity
Property,laser_material_interaction,thermalExpansion,17.3,×10^{-6}/K,,,scientific_literature,Material property: thermalExpansion
Property,laser_material_interaction,specificHeat,500,J/(kg·K),,,scientific_literature,Material property: specificHeat
Property,laser_material_interaction,thermalConductivity,16.2,W/m·K,,,scientific_literature,Material property: thermalConductivity
Property,laser_material_interaction,laserReflectivity,0.65,1 (dimensionless fraction),,,scientific_literature,Material property: laserReflectivity
Property,laser_material_interaction,vaporPressure,0.0133,Pa,,,scientific_literature,Material property: vaporPressure
Property,laser_material_interaction,thermalDestructionPoint,1425,°C,,,scientific_literature,Material property: thermalDestructionPoint
Property,laser_material_interaction,absorptionCoefficient,47200000,m^{-1},,,scientific_literature,Material property: absorptionCoefficient
Property,laser_material_interaction,thermalShockResistance,132,K,,,scientific_literature,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.62,fraction,,,scientific_literature,Material property: reflectivity
Property,laser_material_interaction,absorptivity,0.35,dimensionless,,,scientific_literature,Material property: absorptivity
