Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,32.0,GPa,,
Material Characteristics,oxidationResistance,-2.323,V,,
Material Characteristics,density,7007.0,kg/m³,,
Material Characteristics,hardness,41.0,HV,,
Material Characteristics,absorptivity,0.37,dimensionless,,
Material Characteristics,boilingPoint,3347.0,K,,
Laser-Material Interaction,absorptivity,0.72,dimensionless,,
Laser-Material Interaction,thermalDestruction,1294.0,K,,
Laser-Material Interaction,specificHeat,190.3,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.68,,,
Laser-Material Interaction,thermalConductivity,16.73,W/m·K,,
Laser-Material Interaction,thermalExpansion,12.5,10^{-6} K^{-1},,
Laser-Material Interaction,ablationThreshold,1.75,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,32000000.0,m^{-1},,
Laser-Material Interaction,laserDamageThreshold,1.25,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.24e-05,m²/s,,
