Category,Property,Value,Unit,Min,Max
Material Characteristics,density,5.264,g/cm³,,
Material Characteristics,oxidationResistance,-2.41,V,,
Material Characteristics,youngsModulus,18.0,GPa,,
Material Characteristics,hardness,0.22,GPa,,
Material Characteristics,boilingPoint,1802.0,K,,
Material Characteristics,absorptivity,0.28,,,
Laser-Material Interaction,absorptivity,0.72,dimensionless,,
Laser-Material Interaction,thermalDestruction,1099.0,K,,
Laser-Material Interaction,laserReflectivity,0.43,dimensionless (fraction),,
Laser-Material Interaction,thermalExpansion,3.52e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,13.9,W/m·K,,
Laser-Material Interaction,specificHeat,145.0,J/(kg·K),,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,420000.0,cm^{-1},,
Laser-Material Interaction,laserDamageThreshold,2.3,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.465e-05,m²/s,,
