Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,6.0,MPa√m,,
Material Characteristics,youngsModulus,310.0,GPa,,
Material Characteristics,oxidationResistance,1400.0,°C,,
Material Characteristics,density,3.2,g/cm³,,
Material Characteristics,hardness,15.0,GPa,,
Material Characteristics,corrosionResistance,0.95,dimensionless,,
Material Characteristics,compressiveStrength,3100.0,MPa,,
Material Characteristics,flexuralStrength,900.0,MPa,,
Material Characteristics,tensileStrength,310.0,MPa,,
Material Characteristics,porosity,0.3,%,,
Material Characteristics,laserDamageThreshold,12.5,J/cm²,,
Laser-Material Interaction,absorptivity,0.1,dimensionless,0.05,0.3
Laser-Material Interaction,absorptionCoefficient,50000,m⁻¹,10000,1000000
Laser-Material Interaction,laserDamageThreshold,10,J/cm²,5,20
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1.5,3.5
Laser-Material Interaction,reflectivity,0.3,dimensionless,0.2,0.4
Laser-Material Interaction,thermalDestructionPoint,1900,K,1500,2200
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,2173.0,K,,
Laser-Material Interaction,specificHeat,700.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.11,,,
Laser-Material Interaction,thermalConductivity,30.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,3.2e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,1200.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.2e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,1.8,J/cm²,,
