Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Crown Glass,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: crown glass, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,2,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,70,%,10,90
Machine Setting,Laserpower,25,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,20,200
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,10000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.75,MPa√m,None,None
Material Characteristics,Density,2.51,g/cm³,None,None
Material Characteristics,Oxidationresistance,0.0,mg/cm²,None,None
Material Characteristics,Youngsmodulus,70000000000.0,Pa,None,None
Material Characteristics,Hardness,5.4,GPa,None,None
Material Characteristics,Compressivestrength,900.0,MPa,None,None
Material Characteristics,Tensilestrength,48.0,MPa,None,None
Material Characteristics,Flexuralstrength,49.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.05,mg/100cm²,None,None
Material Characteristics,Laserdamagethreshold,12.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,50,m⁻¹,10,200
Laser-Material Interaction,Laserdamagethreshold,10,J/cm²,5,20
Laser-Material Interaction,Thermalshockresistance,1.0,MW/m,0.5,2.0
Laser-Material Interaction,Reflectivity,0.04,dimensionless,0.03,0.05
Laser-Material Interaction,Thermaldestructionpoint,1000,K,900,1100
Laser-Material Interaction,Vaporpressure,0.001,Pa,0.001,0.1
Laser-Material Interaction,Thermaldestruction,992.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.042,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,9e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,1.11,W/m·K,None,None
Laser-Material Interaction,Specificheat,840.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.5,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,5.69e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.3,J/cm²,None,None
,Metric,1064,nm,None,None
