Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Tool Steel,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: tool steel, laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,50,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,50,kHz,1,200
Material Characteristics,Youngsmodulus,200.0,GPa,None,None
Material Characteristics,Oxidationresistance,773.0,K,None,None
Material Characteristics,Density,7850.0,kg/m³,None,None
Material Characteristics,Hardness,60.0,HRC,None,None
Material Characteristics,Corrosionresistance,0.3,dimensionless (resistance index),None,None
Material Characteristics,Compressivestrength,1850.0,MPa,None,None
Material Characteristics,Flexuralstrength,1720.0,MPa,None,None
Material Characteristics,Tensilestrength,1520.0,MPa,None,None
Material Characteristics,Fracturetoughness,22.0,MPa√m,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Electricalresistivity,2.5e-07,Ω·m,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,3134.0,K,None,None
Material Characteristics,Absorptioncoefficient,48000000.0,m^{-1},None,None
Material Characteristics,Electricalconductivity,2130000.0,S/m,None,None
Material Characteristics,Meltingpoint,1450.0,°C,None,None
Material Characteristics,Vaporpressure,4.2,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1440.0,°C,None,None
Material Characteristics,Reflectivity,0.65,%,None,None
Material Characteristics,Thermalshockresistance,310.0,K,None,None
Material Characteristics,Surfaceroughness,0.4,μm,None,None
Material Characteristics,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.3,dimensionless,0.1,0.5
Laser-Material Interaction,Absorptioncoefficient,50000000.0,m⁻¹,10000000.0,100000000.0
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,0.5,10
Laser-Material Interaction,Thermalshockresistance,2.5,MW/m,1,4
Laser-Material Interaction,Reflectivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,Thermaldestructionpoint,1723,K,1600,1800
Laser-Material Interaction,Vaporpressure,1,Pa,0.1,10
Laser-Material Interaction,Thermaldestruction,1723.0,K,None,None
Laser-Material Interaction,Specificheat,480.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.68,fraction,None,None
Laser-Material Interaction,Thermalconductivity,25.0,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.15e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.35,,None,None
Laser-Material Interaction,Thermaldiffusivity,5e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.45,J/cm²,None,None
,Metric,1064,nm,None,None
