Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Borosilicate Glass,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: borosilicate glass, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,70,%,10,90
Machine Setting,Energydensity,2,J/cm²,0.1,20.0
Machine Setting,Laserpower,25,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,20,200
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,10000000000000.0,ohm-m,None,None
Material Characteristics,Fracturetoughness,0.75,MPa m^{1/2},None,None
Material Characteristics,Density,2.23,g/cm³,None,None
Material Characteristics,Oxidationresistance,723.0,K,None,None
Material Characteristics,Youngsmodulus,63.0,GPa,None,None
Material Characteristics,Hardness,5.4,GPa,None,None
Material Characteristics,Compressivestrength,1000.0,MPa,None,None
Material Characteristics,Tensilestrength,50.0,MPa,None,None
Material Characteristics,Flexuralstrength,70.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,14.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,1000,m⁻¹,100,10000
Laser-Material Interaction,Laserdamagethreshold,15,J/cm²,10,20
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,1,2
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.1
Laser-Material Interaction,Thermaldestructionpoint,1400,K,1300,1500
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,Thermaldestruction,1093.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.04,1,None,None
Laser-Material Interaction,Thermalexpansion,3.3e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,1.14,W/m·K,None,None
Laser-Material Interaction,Specificheat,830.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,8.3,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,6.2e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,3.8,J/cm²,None,None
,Metric,1064,nm,None,None
