Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Brass,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: brass, laser cleaning, metal, non-ferrous, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,300
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,10,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,15900000.0,S/m,None,None
Material Characteristics,Electricalresistivity,6.2e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,52.0,MPa√m,None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Density,8530.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,478.0,K,None,None
Material Characteristics,Youngsmodulus,110.0,GPa,None,None
Material Characteristics,Hardness,65.0,HB,None,None
Material Characteristics,Compressivestrength,345.0,MPa,None,None
Material Characteristics,Tensilestrength,315.0,MPa,None,None
Material Characteristics,Flexuralstrength,379.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.75,dimensionless (0-1 scale),None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Boilingpoint,2013.0,K,None,None
Material Characteristics,Absorptivity,0.34,dimensionless,None,None
Material Characteristics,Absorptioncoefficient,80000000.0,m^{-1},None,None
Material Characteristics,Reflectivity,0.92,dimensionless,None,None
Material Characteristics,Vaporpressure,25.3,Pa,None,None
Material Characteristics,Meltingpoint,930.0,°C,None,None
Material Characteristics,Thermaldestructionpoint,1193.0,K,None,None
Material Characteristics,Thermalshockresistance,150.0,K,None,None
Material Characteristics,Laserdamagethreshold,1.1,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,6700000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.38,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.45,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.62,dimensionless (ratio),None,None
Laser-Material Interaction,Thermaldestructionpoint,920.0,°C,None,None
Laser-Material Interaction,Thermalshockresistance,180.0,°C,None,None
Laser-Material Interaction,Vaporpressure,1.33,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1194.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.94,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,1.89e-05,10^{-6}/K,None,None
Laser-Material Interaction,Thermalconductivity,109.0,W/m·K,None,None
Laser-Material Interaction,Specificheat,385.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.12,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,3.3e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
