Category,Property,Value,Unit,Min,Max
Material Characteristics,density,8.0,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.8,μm,,
Material Characteristics,tensileStrength,520,MPa,,
Material Characteristics,youngsModulus,193,GPa,,
Material Characteristics,hardness,2.17,GPa,,
Material Characteristics,flexuralStrength,550,MPa,,
Material Characteristics,oxidationResistance,8,μm/year,,
Material Characteristics,corrosionResistance,0.75,mm/year,,
Material Characteristics,compressiveStrength,520,MPa,,
Material Characteristics,fractureToughness,120,MPa m^{1/2},,
Material Characteristics,electricalResistivity,7.4e-07,Ω·m,,
Material Characteristics,electricalConductivity,1351000.0,S/m,,
Material Characteristics,boilingPoint,3000.0,K,,
Material Characteristics,meltingPoint,1390.0,°C,,
Laser-Material Interaction,thermalDestruction,1673,K,,
Laser-Material Interaction,laserAbsorption,0.35,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,ablationThreshold,1.25,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,4.05e-06,m²/s,,
Laser-Material Interaction,thermalExpansion,1.6e-05,K^{-1},,
Laser-Material Interaction,specificHeat,500.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,16.3,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.62,,,
Laser-Material Interaction,vaporPressure,101325.0,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1399.0,°C,,
Laser-Material Interaction,absorptionCoefficient,33000000.0,m^{-1},,
Laser-Material Interaction,thermalShockResistance,119.0,K,,
Laser-Material Interaction,reflectivity,0.62,fraction,,
Laser-Material Interaction,absorptivity,0.37,dimensionless,,
