Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Gallium Arsenide,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: gallium arsenide, laser cleaning, semiconductor, elemental, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,8,W,1.0,120
Machine Setting,Wavelength,532,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,0.8,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,15,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,20,W,5,50
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,10,ps,0.1,1000
Machine Setting,Repetition Rate,10,kHz,1,200
Machine Setting,Energy Density,0.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,100,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,cubic,crystal system,None,None
Material Characteristics,Electricalresistivity,3300000.0,Ω m,None,None
Material Characteristics,Density,5.317,g/cm³,None,None
Material Characteristics,Oxidationresistance,0.008,nm/min,None,None
Material Characteristics,Youngsmodulus,85.4,GPa,None,None
Material Characteristics,Hardness,7.5,GPa,None,None
Material Characteristics,Compressivestrength,1170.0,MPa,None,None
Material Characteristics,Tensilestrength,41.0,MPa,None,None
Material Characteristics,Flexuralstrength,140.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.85,dimensionless (normalized resistance scale 0-1),None,None
Material Characteristics,Laserdamagethreshold,10.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.68,dimensionless,0.5,0.9
Laser-Material Interaction,Absorptioncoefficient,10000000,m⁻¹,1000000,100000000
Laser-Material Interaction,Laserdamagethreshold,4.5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.8,2.5
Laser-Material Interaction,Reflectivity,0.32,dimensionless,0.3,0.35
Laser-Material Interaction,Thermaldestructionpoint,1511,K,1400,1600
Laser-Material Interaction,Vaporpressure,5,Pa,0.1,50
Laser-Material Interaction,Thermaldestruction,1511.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.3,1,None,None
Laser-Material Interaction,Thermalexpansion,5.73e-06,1/K,None,None
Laser-Material Interaction,Thermalconductivity,55.0,W/m·K,None,None
Laser-Material Interaction,Specificheat,322.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.68,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,3.2e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.85,J/cm²,None,None
,Metric,1064,nm,None,None
