Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Stucco,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: stucco, laser cleaning, masonry, concrete, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,0.2,mm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,3.2,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,200,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,30,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1.2,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Youngsmodulus,18.5,GPa,None,None
Material Characteristics,Oxidationresistance,0.95,dimensionless (relative scale 0-1),None,None
Material Characteristics,Density,1760.0,kg/m³,None,None
Material Characteristics,Hardness,2.5,Mohs,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless,None,None
Material Characteristics,Compressivestrength,10.3,MPa,None,None
Material Characteristics,Flexuralstrength,4.2,MPa,None,None
Material Characteristics,Tensilestrength,0.7,MPa,None,None
Material Characteristics,Fracturetoughness,0.42,MPa m^{0.5},None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.8,dimensionless,0.7,0.9
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,Reflectivity,0.2,dimensionless,0.1,0.3
Laser-Material Interaction,Thermaldestructionpoint,800,K,600,1000
Laser-Material Interaction,Vaporpressure,50,Pa,10,200
Laser-Material Interaction,Thermaldestruction,773.0,K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.28,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.72,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.04e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.42,,None,None
Laser-Material Interaction,Thermaldiffusivity,4.5e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.8,J/cm²,None,None
,Metric,1064,nm,None,None
