Category,Property,Value,Unit,Min,Max
Material Characteristics,density,8.8,g/cm³,0.53,22.6
Material Characteristics,porosity,0.5,%,0.0,15.0
Material Characteristics,surfaceRoughness,0.8,μm,0.4,150
Material Characteristics,tensileStrength,400.0,MPa,3.0,3000.0
Material Characteristics,youngsModulus,110.0,GPa,5,600
Material Characteristics,hardness,100,HB,0.5,3500
Material Characteristics,flexuralStrength,450,MPa,2.5,1050.0
Material Characteristics,oxidationResistance,8,scale 1-10,200,1200
Material Characteristics,corrosionResistance,7,scale 1-10,1,10
Material Characteristics,compressiveStrength,345.0,MPa,,
Material Characteristics,fractureToughness,52.0,MPa m^{0.5},,
Material Characteristics,electricalResistivity,2e-07,Ω·m,,
Material Characteristics,boilingPoint,2840.0,K,,
Material Characteristics,electricalConductivity,6960000.0,S/m,,
Material Characteristics,meltingPoint,950.0,°C,,
Laser-Material Interaction,thermalConductivity,60.0,W/(m·K),7.0,430
Laser-Material Interaction,thermalExpansion,18,×10^{-6}/K,0.5,33
Laser-Material Interaction,thermalDiffusivity,22.0,mm²/s,0.06,174
Laser-Material Interaction,specificHeat,380.0,J/(kg·K),100,2000
Laser-Material Interaction,thermalShockResistance,150,W/m·K,50,400
Laser-Material Interaction,laserReflectivity,0.65,,5,99.9
Laser-Material Interaction,absorptionCoefficient,5.5,×10^6 /m,100000,50000000
Laser-Material Interaction,ablationThreshold,2.5,J/cm²,2.0,8.0
Laser-Material Interaction,laserDamageThreshold,1.8,J/cm²,0.1,20.0
Laser-Material Interaction,thermalDestruction,1223.0,K,,
Laser-Material Interaction,laserAbsorption,78000000.0,m^{-1},,
Laser-Material Interaction,absorptivity,0.35,dimensionless,,
Laser-Material Interaction,reflectivity,0.65,,,
Laser-Material Interaction,vaporPressure,0.14,Pa,,
Laser-Material Interaction,thermalDestructionPoint,950.0,°C,,
