Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Silver,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: silver, laser cleaning, metal, non-ferrous, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,50,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,63000000.0,S/m,None,None
Material Characteristics,Electricalresistivity,1.59e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,22.0,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,0.05,μm,None,None
Material Characteristics,Youngsmodulus,83.0,GPa,None,None
Material Characteristics,Oxidationresistance,0.7996,V,None,None
Material Characteristics,Density,10490.0,kg/m³,None,None
Material Characteristics,Hardness,25.0,HV,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless (0-1 scale),None,None
Material Characteristics,Compressivestrength,55.0,MPa,None,None
Material Characteristics,Flexuralstrength,250.0,MPa,None,None
Material Characteristics,Tensilestrength,125.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.02,dimensionless,None,None
Material Characteristics,Boilingpoint,2435.0,K,None,None
Material Characteristics,Absorptioncoefficient,82000000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,961.8,°C,None,None
Material Characteristics,Vaporpressure,0.53,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1234.93,K,None,None
Material Characteristics,Reflectivity,0.98,,None,None
Material Characteristics,Thermalshockresistance,68.3,K,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,12300000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.04,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.45,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.985,dimensionless (reflectance ratio),None,None
Laser-Material Interaction,Thermaldestructionpoint,1234.93,K,None,None
Laser-Material Interaction,Thermalshockresistance,1.2,MPa·m^0.5,None,None
Laser-Material Interaction,Vaporpressure,0.34,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1234.93,K,None,None
Laser-Material Interaction,Specificheat,235.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.98,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,429.0,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.89e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.015,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,0.000174,m^2/s,None,None
Laser-Material Interaction,Ablationthreshold,1.1,J/cm²,None,None
,Metric,1064,nm,None,None
