Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Bamboo,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: bamboo, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,20,200
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,2.47,MPa√m,None,None
Material Characteristics,Density,700.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,168.0,kJ/mol,None,None
Material Characteristics,Youngsmodulus,21.5,GPa,None,None
Material Characteristics,Hardness,6144.0,N,None,None
Material Characteristics,Compressivestrength,56.0,MPa,None,None
Material Characteristics,Tensilestrength,180.0,MPa,None,None
Material Characteristics,Flexuralstrength,140.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.75,dimensionless (durability index),None,None
Material Characteristics,Porosity,0.58,fraction,None,None
Material Characteristics,Laserdamagethreshold,4.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2
Laser-Material Interaction,Reflectivity,0.12,dimensionless,0.05,0.2
Laser-Material Interaction,Thermaldestructionpoint,500,K,450,550
Laser-Material Interaction,Vaporpressure,100,Pa,10,1000
Laser-Material Interaction,Thermaldestruction,588.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.15,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,3.2e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.2,W/m·K,None,None
Laser-Material Interaction,Specificheat,1380.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.92,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.26e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.85,J/cm²,None,None
,Metric,1064,nm,None,None
