Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Willow,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: willow, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,1.2,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Power,150,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,50,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,2,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Youngsmodulus,10.2,GPa,None,None
Material Characteristics,Oxidationresistance,0.72,dimensionless (relative resistance index),None,None
Material Characteristics,Density,420.0,kg/m³,None,None
Material Characteristics,Hardness,430.0,lbf,None,None
Material Characteristics,Corrosionresistance,0.2,dimensionless (durability class normalized 0-1),None,None
Material Characteristics,Compressivestrength,35.0,MPa,None,None
Material Characteristics,Flexuralstrength,46.9,MPa,None,None
Material Characteristics,Tensilestrength,92.4,MPa,None,None
Material Characteristics,Fracturetoughness,0.32,MPa·m^{1/2},None,None
Material Characteristics,Porosity,0.75,fraction,None,None
Material Characteristics,Laserdamagethreshold,1.42,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.9,dimensionless,0.8,0.95
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.0
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.15
Laser-Material Interaction,Thermaldestructionpoint,600,K,500,700
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,623.0,K,None,None
Laser-Material Interaction,Specificheat,1460.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.12,fraction,None,None
Laser-Material Interaction,Thermalconductivity,0.14,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,4.5e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.92,dimensionless (absorptivity),None,None
Laser-Material Interaction,Thermaldiffusivity,1.52e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.15,J/cm²,None,None
,Metric,1064,nm,None,None
