Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,48.3,GPa,,
Material Characteristics,oxidationResistance,0.92,dimensionless (scale 0-1),,
Material Characteristics,density,2650.0,kg/m³,,
Material Characteristics,hardness,3.5,Mohs,,
Material Characteristics,corrosionResistance,0.87,dimensionless (normalized resistance scale 0-1),,
Material Characteristics,compressiveStrength,100.0,MPa,,
Material Characteristics,flexuralStrength,9.8,MPa,,
Material Characteristics,tensileStrength,5.2,MPa,,
Material Characteristics,porosity,0.8,%,,
Material Characteristics,laserDamageThreshold,0.85,J/cm²,,
Laser-Material Interaction,absorptivity,0.8,dimensionless,0.6,0.9
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,3,J/cm²,1,5
Laser-Material Interaction,thermalShockResistance,2,MW/m,1,3
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.1,0.3
Laser-Material Interaction,thermalDestructionPoint,1000,K,900,1100
Laser-Material Interaction,vaporPressure,1,Pa,0.1,10
Laser-Material Interaction,thermalDestruction,973.0,K,,
Laser-Material Interaction,specificHeat,962.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.058,dimensionless (fraction),,
Laser-Material Interaction,thermalConductivity,2.82,W/m·K,,
Laser-Material Interaction,thermalExpansion,8.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,45000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.2e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
