Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Lead,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: lead, laser cleaning, metal, non-ferrous, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,4840000.0,S/m,None,None
Material Characteristics,Electricalresistivity,2.2e-07,Ω·m,None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Youngsmodulus,16.0,GPa,None,None
Material Characteristics,Oxidationresistance,0.65," (dimensionless scale, 0-1 where 1 is highest resistance)",None,None
Material Characteristics,Density,11.34,g/cm³,None,None
Material Characteristics,Hardness,5.0,HB,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless,None,None
Material Characteristics,Compressivestrength,12.0,MPa,None,None
Material Characteristics,Flexuralstrength,12.0,MPa,None,None
Material Characteristics,Tensilestrength,12.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,2022.0,K,None,None
Material Characteristics,Absorptioncoefficient,66300000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,600.61,K,None,None
Material Characteristics,Vaporpressure,1.33e-06,Pa,None,None
Material Characteristics,Thermaldestructionpoint,600.61,K,None,None
Material Characteristics,Reflectivity,0.65,dimensionless,None,None
Material Characteristics,Thermalshockresistance,18.0,K,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,12400000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.15,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.65,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,601.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,0.0005,W/m,None,None
Laser-Material Interaction,Vaporpressure,2.13e-07,Pa,None,None
Laser-Material Interaction,Thermaldestruction,600.612,K,None,None
Laser-Material Interaction,Specificheat,128.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.98,1,None,None
Laser-Material Interaction,Thermalconductivity,35.3,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,28.9,10^{-6} K^{-1},None,None
Laser-Material Interaction,Laserabsorption,75000000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,2.43e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.42,J/cm²,None,None
,Metric,1064,nm,None,None
