# Aluminosilicate Glass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/glass/specialty/aluminosilicate-glass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Aluminosilicate Glass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/glass/specialty/aluminosilicate-glass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Aluminosilicate Glass,,,,,Material name
Basic,Info,Category,glass,,,,,Material category
Basic,Info,Subcategory,specialty,,,,,Material subcategory
Basic,Info,Slug,aluminosilicate-glass-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,70,W,1,120,,Controlled power for glass cleaning
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR for transparent material cleaning
Machine,Settings,spotSize,60,μm,0.1,500,,Spot size for effective glass treatment
Machine,Settings,repetitionRate,40,kHz,1,200,,Moderate frequency for glass cleaning
Machine,Settings,energyDensity,1.8,J/cm²,0.1,20,,Controlled energy for surface treatment
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Short pulses to prevent cracking
Machine,Settings,scanSpeed,600,mm/s,10,5000,,Faster scanning for thermal management
Machine,Settings,passCount,2,passes,1,10,,Careful passes for complete cleaning
Machine,Settings,overlapRatio,40,%,10,90,,Moderate overlap for glass surfaces
Machine,Settings,power,100,W,20,500,,"Typical range for delicate glass substrates to avoid thermal damage; starting at 100W for initial tests on light contaminants. Max safe below 500W to prevent cracking (based on IPG Photonics specs for fiber lasers and studies in Optics and Lasers in Engineering, 2018)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective for contaminant removal without excessive heat buildup; slower (500-1000 mm/s) for heavy contamination, faster (2000-3000 mm/s) for light. Recommended 1500 mm/s for balance on aluminosilicate glass (industry standards from Laserax equipment manuals)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for cost-effective cleaning with minimal HAZ; picosecond (ps) or femtosecond for ultra-precision but higher cost. 20 ns recommended to limit thermal diffusion in low-conductivity glass (Laser & Particle Beams journal, 2015)."
Machine,Settings,repetition_rate,50,kHz,1,200,,"Balances cleaning speed and heat accumulation; higher rates (>50 kHz) risk substrate heating in reflective glass. 50 kHz optimal for aluminosilicate to avoid cumulative damage (academic literature in Applied Surface Science, 2020)."
Machine,Settings,energy_density,2,J/cm²,0.1,20,,"Fluence below glass damage threshold (~10 J/cm² at 1064 nm for ns pulses); 0.5-2 J/cm² for light contaminants, up to 5 for heavy. Recommended 2 J/cm² for safe ablation of surface layers (ablation studies in Journal of Applied Physics, 2017)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller spots (50-200 μm) for fine detail cleaning, larger (200-500 μm) for area coverage. 200 μm recommended for uniform treatment on flat glass surfaces without hotspots (equipment specs from Coherent Inc. laser systems)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination; multi-pass (2-5) for stubborn residues. 2 passes typical for complete removal on aluminosilicate glass to minimize risk (industry case studies in Laser Cleaning Handbook, SPIE, 2019)."
Machine,Settings,overlap_ratio,60,%,10,90,,"Ensures uniform coverage without gaps or overexposure; 30-50% for speed, 60-80% for thoroughness. 60% recommended for even cleaning on smooth glass (process optimization in Optics Express, 2016)."
Property,material_characteristics,density,2.53,g/cm³,,,,Material property: density
Property,material_characteristics,porosity,0,%,,,,Material property: porosity
Property,material_characteristics,surfaceRoughness,0.1,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,750,MPa,,,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,85,GPa,,,,Material property: youngsModulus
Property,material_characteristics,hardness,0.85,GPa,,,,Material property: hardness
Property,material_characteristics,flexuralStrength,900,MPa,,,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,12,μm/year,,,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.92,mm/year,,,,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,750,MPa,,,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,4.5,MPa m^{1/2},,,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,100000000000000,Ω·m,,,,Material property: electricalResistivity
Property,laser_material_interaction,thermalDestruction,1473,K,,,,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.05,dimensionless,,,,Material property: laserAbsorption
Property,laser_material_interaction,laserDamageThreshold,8.5,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,ablationThreshold,2.8,J/cm²,,,scientific_literature,Material property: ablationThreshold
Property,laser_material_interaction,thermalDiffusivity,5.34e-7,m²/s,,,scientific_literature,Material property: thermalDiffusivity
Property,laser_material_interaction,thermalExpansion,0.0000038,1/K,,,scientific_literature,Material property: thermalExpansion
Property,laser_material_interaction,specificHeat,740,J/(kg·K),,,scientific_literature,Material property: specificHeat
Property,laser_material_interaction,thermalConductivity,1.05,W/(m·K),,,scientific_literature,Material property: thermalConductivity
Property,laser_material_interaction,laserReflectivity,0.042,,,,scientific_literature,Material property: laserReflectivity
