# Titanium Carbide Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/ceramic/carbide/titanium-carbide-laser-cleaning
# Updated: 2025-12-21 | Version: 1.0
#
# Citation: Z-Beam (2025). Titanium Carbide Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/ceramic/carbide/titanium-carbide-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Titanium Carbide,,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,carbide,,,,,Material subcategory
Basic,Info,Slug,titanium-carbide-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,150,W,1,120,,Optimal average power for Titanium Carbide surface cleaning without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for Titanium Carbide absorption and minimal substrate interaction
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning of Titanium Carbide surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for continuous cleaning coverage with thermal management
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Minimum fluence required for effective Titanium Carbide contaminant removal
Machine,Settings,pulseWidth,15,ns,0.1,1000,,Nanosecond pulse duration for efficient ablation of Titanium Carbide contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for efficient cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal buildup
Machine,Settings,power,100,W,50,300,,"Typical range for industrial cleaning of hard ceramics like TiC to balance ablation and avoid thermal damage; starting at 100 W for light contamination. Max limited by substrate melting point (~3067°C). Source: IPG Photonics YLR series specs for 1064 nm cleaning heads; academic review in 'Laser Cleaning of Metals' (Optics & Lasers in Engineering, 2018)."
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective speeds for contamination removal on reflective/high-conductivity materials like TiC; higher for light contamination (up to 5000 mm/s), lower for heavy (500-1000 mm/s). Optimal balances fluence and coverage. Source: Industry standards from Laserax equipment manuals; case studies in Journal of Laser Applications (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for cost-effective cleaning of TiC with minimal HAZ due to its high thermal conductivity (~20-30 W/m·K); picosecond (ps) or femtosecond for ultra-precise but less common industrially. Avoids excessive heat accumulation. Source: Laser physics in 'Pulsed Laser Ablation of Ceramics' (Applied Surface Science, 2019)."
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical for 1064 nm cleaning to achieve uniform energy delivery on TiC; 50 kHz balances speed and heat management—higher rates risk accumulation on low-reflectivity TiC (~0.3-0.5 at 1064 nm). Trade-off: faster processing vs. potential overheating. Source: Academic literature in Optics Express (2017) on carbide ablation.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for contaminant removal without damaging TiC; damage threshold ~4-5 J/cm² for ns pulses due to high melting point. Recommended conservative for safe cleaning of oxides or oils. Source: Ablation threshold studies in Journal of Applied Physics (2021) for TiC at 1064 nm.
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter for precise surface prep on TiC; smaller (50-100 μm) for fine details, larger (200-500 μm) for broad areas. 200 μm optimal for uniform cleaning without excessive overlap heating. Source: Equipment specs from Coherent and Trumpf laser systems for industrial cleaning."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-3) for heavy layers on TiC to ensure complete removal without substrate erosion. Recommended 2 passes for industrial prep. Source: Industry case studies in Surface and Coatings Technology (2019) for carbide tools."
Machine,Settings,overlap_ratio,60,%,10,90,,"Ensures uniform coverage on TiC surfaces; 60% typical for even fluence distribution and minimal striping, adjustable 30% for speed vs. 80% for thoroughness. Source: Process optimization in Laser & Photonics Reviews (2020)."
