# Stucco Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/masonry/concrete/stucco-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Stucco Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/masonry/concrete/stucco-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Stucco,,,,,Material name
Basic,Info,Category,masonry,,,,,Material category
Basic,Info,Subcategory,concrete,,,,,Material subcategory
Basic,Info,Slug,stucco-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Stucco surface cleaning without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Stucco absorption and minimal substrate interaction
Machine,Settings,spotSize,0.2,mm,0.1,500,,Beam spot diameter for balanced cleaning efficiency and resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and process speed
Machine,Settings,energyDensity,3.2,J/cm²,0.1,20,,Fluence threshold for effective Stucco surface cleaning
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning without thermal accumulation
Machine,Settings,passCount,2,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,power,200,W,50,500,,"Typical range for industrial cleaning of porous, low-conductivity materials like stucco to avoid thermal damage; starting at 200W for controlled ablation. Max limited to prevent cracking. Based on manufacturer specs from IPG Photonics and Adapt Laser Systems for 1064 nm systems on stone-like surfaces (similar to stucco)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective range for contamination removal on stucco; slower for heavy soiling (500-1000 mm/s), faster for light (2000-3000 mm/s). Recommended 1500 mm/s balances efficiency and safety. From industry standards in laser cleaning of building materials (e.g., EU project reports on historical stone cleaning)."
