Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Phenolic Resin Composites,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: phenolic resin composites, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,1.8,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,10.0,GPa,None,None
Material Characteristics,Oxidationresistance,723.0,K,None,None
Material Characteristics,Density,1.85,g/cm³,None,None
Material Characteristics,Hardness,95.0,Rockwell M,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless (normalized resistance index),None,None
Material Characteristics,Compressivestrength,241.0,MPa,None,None
Material Characteristics,Flexuralstrength,140.0,MPa,None,None
Material Characteristics,Tensilestrength,69.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,5000000.0,m⁻¹,1000000.0,10000000.0
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.8,3.0
Laser-Material Interaction,Reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,Thermaldestructionpoint,723,K,573,873
Laser-Material Interaction,Vaporpressure,100,Pa,10,1000
Laser-Material Interaction,Thermaldestruction,653.0,K,None,None
Laser-Material Interaction,Specificheat,1200.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.12,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.28,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,2.2e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,25000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.53e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.3,J/cm²,None,None
,Metric,1064,nm,None,None
