Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,110.0,GPa,,
Material Characteristics,oxidationResistance,698.0,K,,
Material Characteristics,density,4510.0,kg/m³,,
Material Characteristics,hardness,160.0,HV,,
Material Characteristics,corrosionResistance,0.001,mm/year,,
Material Characteristics,compressiveStrength,414.0,MPa,,
Material Characteristics,flexuralStrength,345.0,MPa,,
Material Characteristics,tensileStrength,345.0,MPa,,
Material Characteristics,fractureToughness,55.0,MPa√m,,
Material Characteristics,porosity,0.0,fraction,,
Material Characteristics,electricalResistivity,4.2e-07,Ω·m,,
Material Characteristics,absorptivity,0.36,dimensionless,,
Material Characteristics,boilingPoint,3560.0,K,,
Material Characteristics,absorptionCoefficient,43700000.0,m^{-1},,
Material Characteristics,electricalConductivity,2380000.0,S/m,,
Material Characteristics,meltingPoint,1941.0,K,,
Material Characteristics,vaporPressure,1.24e-62,Pa,,
Material Characteristics,thermalDestructionPoint,1941.0,K,,
Material Characteristics,reflectivity,0.462,,,
Material Characteristics,thermalShockResistance,252.0,K,,
Material Characteristics,surfaceRoughness,1.6,μm,,
Material Characteristics,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptivity,0.4,dimensionless,0.3,0.5
Laser-Material Interaction,absorptionCoefficient,40000000,m⁻¹,20000000,60000000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,2,10
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1.5,3.5
Laser-Material Interaction,reflectivity,0.6,dimensionless,0.5,0.7
Laser-Material Interaction,thermalDestructionPoint,1941,K,1900,2000
Laser-Material Interaction,vaporPressure,10,Pa,0.1,100
Laser-Material Interaction,thermalDestruction,1941.0,K,,
Laser-Material Interaction,specificHeat,522.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.66,dimensionless,,
Laser-Material Interaction,thermalConductivity,21.9,W/m·K,,
Laser-Material Interaction,thermalExpansion,8.6e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.42,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,9.29e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,1.5,J/cm²,,
