Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,7750000.0,S/m,,
Material Characteristics,electricalResistivity,1.29e-07,Ω·m,,
Material Characteristics,fractureToughness,0.77,MPa m^{1/2},,
Material Characteristics,surfaceRoughness,0.1,μm,,
Material Characteristics,density,7190.0,kg/m³,,
Material Characteristics,oxidationResistance,1273.0,K,,
Material Characteristics,youngsModulus,279.0,GPa,,
Material Characteristics,hardness,1050.0,HV,,
Material Characteristics,compressiveStrength,345.0,MPa,,
Material Characteristics,tensileStrength,414.0,MPa,,
Material Characteristics,flexuralStrength,380.0,MPa,,
Material Characteristics,corrosionResistance,500000.0,Ω·cm²,,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,boilingPoint,2945.0,K,,
Material Characteristics,absorptivity,0.42,dimensionless,,
Material Characteristics,absorptionCoefficient,59100000.0,m^{-1},,
Material Characteristics,reflectivity,0.65,fraction,,
Material Characteristics,vaporPressure,0.0,Pa,,
Material Characteristics,meltingPoint,2180.0,K,,
Material Characteristics,thermalDestructionPoint,2180.0,K,,
Material Characteristics,thermalShockResistance,239.0,K,,
Material Characteristics,laserDamageThreshold,0.9,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,41200000.0,m⁻¹,,
Laser-Material Interaction,absorptivity,0.415,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.85,J/cm²,,
Laser-Material Interaction,reflectivity,0.64,dimensionless (ratio),,
Laser-Material Interaction,thermalDestructionPoint,1863.0,°C,,
Laser-Material Interaction,thermalShockResistance,0.8,MPa·m^0.5,,
Laser-Material Interaction,vaporPressure,1.33,Pa,,
Laser-Material Interaction,thermalDestruction,2180.0,K,,
Laser-Material Interaction,laserReflectivity,0.7,fraction,,
Laser-Material Interaction,thermalExpansion,4.9,×10^{-6} K^{-1},,
Laser-Material Interaction,thermalConductivity,93.9,W/m·K,,
Laser-Material Interaction,specificHeat,449.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.35,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,2.91e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
