Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1e+16,Ω·m,,
Material Characteristics,density,2.203,g/cm³,,
Material Characteristics,oxidationResistance,0.0,g/m²/s,,
Material Characteristics,youngsModulus,73.0,GPa,,
Material Characteristics,hardness,5.5,GPa,,
Material Characteristics,compressiveStrength,1100.0,MPa,,
Material Characteristics,tensileStrength,48.0,MPa,,
Material Characteristics,flexuralStrength,50.0,MPa,,
Material Characteristics,corrosionResistance,0.999,dimensionless,,
Material Characteristics,laserDamageThreshold,40.0,J/cm²,,
Laser-Material Interaction,absorptivity,0.03,dimensionless,0.01,0.1
Laser-Material Interaction,absorptionCoefficient,10,m⁻¹,1,100
Laser-Material Interaction,laserDamageThreshold,15,J/cm²,5,25
Laser-Material Interaction,thermalShockResistance,2,MW/m,1,3
Laser-Material Interaction,reflectivity,0.04,dimensionless,0.03,0.05
Laser-Material Interaction,thermalDestructionPoint,1800,K,1700,2000
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,1986.0,K,,
Laser-Material Interaction,laserReflectivity,0.035,,,
Laser-Material Interaction,thermalExpansion,5.5e-07,K^{-1},,
Laser-Material Interaction,thermalConductivity,1.38,W/m·K,,
Laser-Material Interaction,specificHeat,740.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.1,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,8.4e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,9.2,J/cm²,,
