Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Teak,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: teak, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,2.8,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,12,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,40,%,10,90
Machine Setting,Dwelltime,120,μs,0.2,200
Machine Setting,Power,100,W,50,300
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,2,J/cm²,0.1,20.0
Machine Setting,Spot Size,500,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
Material Characteristics,Youngsmodulus,11.17,GPa,None,None
Material Characteristics,Oxidationresistance,0.92,"dimensionless (normalized resistance index, 0-1)",None,None
Material Characteristics,Density,660.0,kg/m³,None,None
Material Characteristics,Hardness,4760.0,N,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless (durability index),None,None
Material Characteristics,Compressivestrength,54.0,MPa,None,None
Material Characteristics,Flexuralstrength,110.0,MPa,None,None
Material Characteristics,Tensilestrength,143.0,MPa,None,None
Material Characteristics,Fracturetoughness,0.42,MPa·m^{1/2},None,None
Material Characteristics,Porosity,0.633,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,0.28,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Thermaldestructionpoint,673,K,500,800
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,588.0,K,None,None
Laser-Material Interaction,Specificheat,1380.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.12,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.15,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,3.8e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.87,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.43e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.8,J/cm²,None,None
,Metric,1064,nm,None,None
