Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1e+18,Ω·m,,
Material Characteristics,fractureToughness,2.0,MPa·m^{1/2},,
Material Characteristics,youngsModulus,0.5,GPa,,
Material Characteristics,oxidationResistance,95.0,%,,
Material Characteristics,density,2.16,g/cm³,,
Material Characteristics,hardness,55.0,Shore D,,
Material Characteristics,corrosionResistance,1.0,dimensionless (resistance index),,
Material Characteristics,compressiveStrength,28.0,MPa,,
Material Characteristics,flexuralStrength,24.0,MPa,,
Material Characteristics,tensileStrength,24.0,MPa,,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.9,dimensionless,0.85,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,2,10
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2
Laser-Material Interaction,reflectivity,0.08,dimensionless,0.05,0.12
Laser-Material Interaction,thermalDestructionPoint,673,K,650,700
Laser-Material Interaction,vaporPressure,10,Pa,1,100
Laser-Material Interaction,thermalDestruction,500.0,°C,,
Laser-Material Interaction,specificHeat,1050.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.95,,,
Laser-Material Interaction,thermalConductivity,0.25,W/m·K,,
Laser-Material Interaction,thermalExpansion,0.00011,K^{-1},,
Laser-Material Interaction,laserAbsorption,12000000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.1e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,0.28,J/cm²,,
