# Slate Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/stone/metamorphic/slate-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Slate Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/stone/metamorphic/slate-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Slate,,,,,Material name
Basic,Info,Category,stone,,,,,Material category
Basic,Info,Subcategory,metamorphic,,,,,Material subcategory
Basic,Info,Slug,slate-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Slate surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Slate mineral absorption
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning control
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage
Machine,Settings,energyDensity,12.7,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal from Slate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning
Machine,Settings,passCount,2,passes,1,10,,Recommended number of cleaning passes for thorough removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,power,200,W,50,500,,"Typical range for Nd:YAG laser cleaning of stone materials like slate to remove contaminants without thermal damage; starting at 200W for controlled ablation. Max safe ~500W to avoid cracking. Source: Manufacturer specs from IPG Photonics (e.g., YLR series for stone restoration) and academic paper by S. J. H. Lee et al. (Opt. Lasers Eng., 2018)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for 1064 nm cleaning of slate; slower (500-1000 mm/s) for heavy contamination like rust/moss, faster (2000-3000 mm/s) for light dirt. Recommended 1500 mm/s for balanced efficiency and minimal heat input. Source: Industry standards from Laser Cleaning Europe guidelines and equipment manuals (e.g., Adapt Laser Systems)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime (5-100 ns) preferred for slate to ablate contaminants via photothermal effects with low heat-affected zone; picosecond (ps) or femtosecond (fs) for ultra-precise but costlier applications. 20 ns recommended to minimize thermal diffusion in low-conductivity slate. Source: Laser physics research by P. Psyllaki et al. (J. Cult. Herit., 2009)."
Machine,Settings,repetition_rate,50,kHz,1,200,,"Typical 10-100 kHz for pulsed cleaning; higher rates (50-100 kHz) speed up process but risk heat accumulation on reflective slate surfaces. 50 kHz balances speed and safety for contamination removal. Trade-off: High freq increases throughput but requires faster scan speeds. Source: Academic literature, e.g., R. N. Raman et al. (Appl. Surf. Sci., 2017)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for safe cleaning of slate at 1064 nm; damage threshold ~2-3 J/cm² due to slate's moderate absorption and low thermal conductivity (~1-2 W/m·K). Recommended 1.5 J/cm² for contaminant ablation without substrate etching. Source: Ablation threshold studies by A. Pouli et al. (Appl. Phys. A, 2010)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter 100-500 μm; smaller (100-200 μm) for fine surface preparation on slate, larger (300-500 μm) for broad area cleaning. 200 μm recommended for uniform contaminant removal on textured slate surfaces. Source: Equipment specifications from Coherent Inc. (Arma series) and industry case studies."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers; 2 passes recommended for complete removal on slate without over-ablation, allowing cooling between passes. Source: Industry practice from stone restoration case studies (e.g., European Laser Cleaning Association reports, 2021)."
Machine,Settings,overlap_ratio,60,%,10,90,,"30-80% overlap ensures uniform coverage; 60% recommended for slate to avoid striping while preventing excessive heat buildup on low-reflectivity contaminants. Source: Process optimization studies by M. Autric et al. (Proc. SPIE, 2015)."
Property,material_characteristics,fractureToughness,0.92,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,45,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0.002,mm/year,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,2750,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,3.5,Mohs,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.95,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,150,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,42.5,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,14,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.8,%,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,1.2,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,100000,m⁻¹,10000,1000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,8,J/cm²,5,15,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,2.5,MW/m,1,4,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.15,dimensionless,0.05,0.3,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1300,K,1200,1500,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.01,Pa,0.001,1,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1273,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,880,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.12,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,2,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000085,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.88,dimensionless (absorptivity at 1064 nm),,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,9.6e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Construction and Architecture,,,,,Industry application
Application,Industries,Application 3,Monument Preservation,,,,,Industry application
Application,Industries,Application 4,Museum Conservation,,,,,Industry application
Application,Industries,Application 5,Educational Collections,,,,,Industry application
Application,Industries,Application 6,Landscape Architecture,,,,,Industry application
Application,Industries,Application 7,Interior Design,,,,,Industry application
Application,Industries,Application 8,Archaeological Conservation,,,,,Industry application
Application,Industries,Application 9,Religious Artifact Preservation,,,,,Industry application
Application,Industries,Application 10,Sculpture Conservation,,,,,Industry application
