Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,4.8e-08,Ω·m,,
Material Characteristics,youngsModulus,105.0,GPa,,
Material Characteristics,oxidationResistance,0.015,mg/(cm²·h),,
Material Characteristics,density,2740.0,kg/m³,,
Material Characteristics,hardness,120.0,HV,,
Material Characteristics,corrosionResistance,0.72,dimensionless (relative corrosion resistance index),,
Material Characteristics,compressiveStrength,420.0,MPa,,
Material Characteristics,flexuralStrength,450.0,MPa,,
Material Characteristics,tensileStrength,420.0,MPa,,
Material Characteristics,laserDamageThreshold,2.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,absorptionCoefficient,5000000,m⁻¹,100000,10000000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,0.5,10
Laser-Material Interaction,thermalShockResistance,1.8,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,thermalDestructionPoint,1200,K,900,2000
Laser-Material Interaction,vaporPressure,10,Pa,0.1,1000
Laser-Material Interaction,thermalDestruction,933.0,K,,
Laser-Material Interaction,specificHeat,850.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.82,,,
Laser-Material Interaction,thermalConductivity,170.0,W/(m·K),,
Laser-Material Interaction,thermalExpansion,15.2,×10^{-6}/K,,
Laser-Material Interaction,laserAbsorption,0.28,dimensionless (absorptivity),,
Laser-Material Interaction,thermalDiffusivity,8.5e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
