Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Birch,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: birch, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,45,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,20,200
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.35,MPa m^{0.5},None,None
Material Characteristics,Density,650.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,0.72,1,None,None
Material Characteristics,Youngsmodulus,13.9,GPa,None,None
Material Characteristics,Hardness,1260.0,lbf,None,None
Material Characteristics,Compressivestrength,42.1,MPa,None,None
Material Characteristics,Tensilestrength,130.0,MPa,None,None
Material Characteristics,Flexuralstrength,96.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.25,dimensionless (normalized durability index 0-1),None,None
Material Characteristics,Porosity,0.587,%,None,None
Material Characteristics,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.8,0.92
Laser-Material Interaction,Absorptioncoefficient,400000,m⁻¹,300000,500000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.5,4.0
Laser-Material Interaction,Thermalshockresistance,0.8,MW/m,0.5,1.2
Laser-Material Interaction,Reflectivity,0.12,dimensionless,0.08,0.18
Laser-Material Interaction,Thermaldestructionpoint,573,K,523,623
Laser-Material Interaction,Vaporpressure,500,Pa,100,1000
Laser-Material Interaction,Thermaldestruction,563.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.12,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,2.7e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.163,W/m·K,None,None
Laser-Material Interaction,Specificheat,1380.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,35000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.3e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
,Metric,1064,nm,None,None
