Category,Property,Value,Unit,Min,Max
Material Characteristics,compressiveStrength,3900.0,MPa,,
Material Characteristics,fractureToughness,3.4,MPa√m,,
Material Characteristics,electricalResistivity,2.5e-07,Ω·m,,
Material Characteristics,corrosionResistance,0.002,mm/year,,
Material Characteristics,tensileStrength,345.0,MPa,,
Material Characteristics,porosity,0.5,%,,
Material Characteristics,oxidationResistance,500.0,°C,,
Material Characteristics,youngsModulus,450.0,GPa,,
Material Characteristics,flexuralStrength,345.0,MPa,,
Material Characteristics,density,5.22,g/cm³,,
Material Characteristics,hardness,21.5,GPa,,
Laser-Material Interaction,thermalConductivity,19.2,W/m·K,,
Laser-Material Interaction,thermalDiffusivity,7.03e-06,m²/s,,
Laser-Material Interaction,thermalDestruction,3223.0,K,,
Laser-Material Interaction,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,laserAbsorption,0.72,dimensionless,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
Laser-Material Interaction,thermalExpansion,9.35e-06,K^{-1},,
Laser-Material Interaction,laserReflectivity,0.62,dimensionless,,
Laser-Material Interaction,specificHeat,690.0,J/kg·K,,
