Category,Property,Value,Unit,Min,Max
Material Characteristics,density,5.323,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.3,μm,,
Material Characteristics,tensileStrength,52,MPa,,
Material Characteristics,youngsModulus,103,GPa,,
Material Characteristics,hardness,1.2,GPa,,
Material Characteristics,flexuralStrength,130,MPa,,
Material Characteristics,oxidationResistance,8,μm/year,,
Material Characteristics,corrosionResistance,0.6,mm/year,,
Material Characteristics,compressiveStrength,52,MPa,,
Material Characteristics,fractureToughness,6,MPa m^{1/2},,
Material Characteristics,electricalResistivity,0.46,Ω·m,,
Laser-Material Interaction,thermalDestruction,1211,K,,
Laser-Material Interaction,laserAbsorption,0.55,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,10.2,J/cm²,,
Laser-Material Interaction,ablationThreshold,0.42,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,3.6e-05,m²/s,,
Laser-Material Interaction,thermalExpansion,5.9e-06,K^{-1},,
Laser-Material Interaction,specificHeat,322.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,60.2,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.36,fraction,,
