Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Hastelloy,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: hastelloy, laser cleaning, metal, specialty, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Power,200,W,50,1000
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,800000.0,S/m,None,None
Material Characteristics,Electricalresistivity,1.3e-06,Ω·m,None,None
Material Characteristics,Fracturetoughness,55.0,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Youngsmodulus,205.0,GPa,None,None
Material Characteristics,Oxidationresistance,1477.0,K,None,None
Material Characteristics,Density,8.89,g/cm³,None,None
Material Characteristics,Hardness,92.0,HRB,None,None
Material Characteristics,Corrosionresistance,450000.0,ohm·cm²,None,None
Material Characteristics,Compressivestrength,345.0,MPa,None,None
Material Characteristics,Flexuralstrength,827.0,MPa,None,None
Material Characteristics,Tensilestrength,690.0,MPa,None,None
Material Characteristics,Porosity,0.0,fraction,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,3003.0,K,None,None
Material Characteristics,Absorptioncoefficient,1200000.0,cm^{-1},None,None
Material Characteristics,Meltingpoint,1623.0,K,None,None
Material Characteristics,Vaporpressure,0.00133,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1347.5,K,None,None
Material Characteristics,Reflectivity,0.65,dimensionless (fraction),None,None
Material Characteristics,Thermalshockresistance,185000.0,K,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,3800000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.42,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.8,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.62,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,1623.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,325.0,°C,None,None
Laser-Material Interaction,Vaporpressure,1.33e-07,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1621.0,K,None,None
Laser-Material Interaction,Specificheat,544.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.68,fraction,None,None
Laser-Material Interaction,Thermalconductivity,9.8,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.12e-05,/K,None,None
Laser-Material Interaction,Laserabsorption,0.32,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,2.88e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.15,J/cm²,None,None
,Metric,1064,nm,None,None
