Category,Property,Value,Unit,Min,Max
Material Characteristics,density,8.0,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.8,μm,,
Material Characteristics,tensileStrength,505,MPa,,
Material Characteristics,youngsModulus,193,GPa,,
Material Characteristics,hardness,2.15,GPa,,
Material Characteristics,flexuralStrength,530,MPa,,
Material Characteristics,oxidationResistance,10,μm/year,,
Material Characteristics,corrosionResistance,0.8,mm/year,,
Material Characteristics,compressiveStrength,505,MPa,,
Material Characteristics,fractureToughness,100,MPa m^{1/2},,
Material Characteristics,electricalResistivity,7.2e-07,Ω·m,,
Material Characteristics,electricalConductivity,1390000.0,S/m,,
Material Characteristics,boilingPoint,2750.0,°C,,
Material Characteristics,meltingPoint,1425.0,°C,,
Laser-Material Interaction,thermalDestruction,1673,K,,
Laser-Material Interaction,laserAbsorption,0.35,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,ablationThreshold,1.85,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,4.09e-06,m²/s,,
Laser-Material Interaction,thermalExpansion,17.3,×10^{-6}/K,,
Laser-Material Interaction,specificHeat,500.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,16.2,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.65,1 (dimensionless fraction),,
Laser-Material Interaction,vaporPressure,0.0133,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1425.0,°C,,
Laser-Material Interaction,absorptionCoefficient,47200000.0,m^{-1},,
Laser-Material Interaction,thermalShockResistance,132.0,K,,
Laser-Material Interaction,reflectivity,0.62,fraction,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,,
