Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Cast Iron,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: cast iron, laser cleaning, metal, ferrous, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,50,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,100,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Density,7.2,g/cm³,0.53,22.6
Material Characteristics,Porosity,1.5,%,0.0,15.0
Material Characteristics,Surfaceroughness,25,μm,0.4,150
Material Characteristics,Tensilestrength,250.0,MPa,3.0,3000.0
Material Characteristics,Youngsmodulus,110.0,GPa,5,600
Material Characteristics,Hardness,200,HB,0.5,3500
Material Characteristics,Flexuralstrength,400,MPa,2.5,1050.0
Material Characteristics,Oxidationresistance,400,°C,200,1200
Material Characteristics,Corrosionresistance,0.1,mm/year,1,10
Material Characteristics,Compressivestrength,830.0,MPa,None,None
Material Characteristics,Fracturetoughness,20.0,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,7.5e-07,Ω·m,None,None
Material Characteristics,Boilingpoint,3134.0,K,None,None
Material Characteristics,Electricalconductivity,2300000.0,S/m,None,None
Material Characteristics,Meltingpoint,1473.0,K,None,None
Laser-Material Interaction,Thermalconductivity,46.0,W/(m·K),7.0,430
Laser-Material Interaction,Thermalexpansion,1.15e-05,K^{-1},0.5,33
Laser-Material Interaction,Thermaldiffusivity,14.0,mm²/s,0.06,174
Laser-Material Interaction,Specificheat,460.0,J/(kg·K),100,2000
Laser-Material Interaction,Thermalshockresistance,250,°C,50,400
Laser-Material Interaction,Laserreflectivity,0.35,%,5,99.9
Laser-Material Interaction,Absorptioncoefficient,5000000.0,m^{-1},100000,50000000
Laser-Material Interaction,Ablationthreshold,2.5,J/cm²,2.0,8.0
Laser-Material Interaction,Laserdamagethreshold,3.0,J/cm²,0.1,20.0
Laser-Material Interaction,Thermaldestruction,1423.0,K,None,None
Laser-Material Interaction,Laserabsorption,0.42,dimensionless,None,None
Laser-Material Interaction,Absorptivity,0.5,,None,None
Laser-Material Interaction,Reflectivity,0.37,dimensionless,None,None
Laser-Material Interaction,Vaporpressure,0.133,Pa,None,None
Laser-Material Interaction,Thermaldestructionpoint,1473.0,K,None,None
,Metric,1064,nm,None,None
