# Willow Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/willow-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Willow Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/willow-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Willow,,,,,Material name
Basic,Info,Category,wood,,,,,Material category
Basic,Info,Subcategory,hardwood,,,,,Material subcategory
Basic,Info,Slug,willow-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Willow surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Willow absorption and minimal penetration
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,1.2,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal without substrate damage
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for efficient area coverage and effective cleaning
Machine,Settings,passCount,3,passes,1,10,,Optimal number of passes for complete cleaning without excessive processing
Machine,Settings,overlapRatio,50,%,10,90,,Beam overlap percentage for uniform cleaning coverage
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per spot for effective cleaning action
Machine,Settings,power,150,W,50,500,,"Typical range for 1064 nm fiber lasers in wood cleaning to balance efficiency and avoid charring; starting at 150 W for willow's low thermal conductivity (~0.15 W/mK) prevents substrate damage. Source: IPG Photonics YLR series specs and studies on laser wood surface treatment (e.g., Journal of Cultural Heritage, 2018)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for contaminant removal on porous woods like willow; slower for heavy contamination (500-1000 mm/s), faster for light (2000-3000 mm/s). Recommended 1500 mm/s for optimal balance. Source: Industry standards from Laserax equipment manuals and wood cleaning case studies (Optics and Lasers in Engineering, 2020)."
Machine,Settings,pulse_width,50,ns,0.1,1000,,Nanosecond regime preferred for 1064 nm cleaning of organics like willow to minimize heat-affected zone (HAZ <50 μm); picosecond (ps) or femtosecond (fs) for ultra-precision but costlier. 50 ns recommended for willow's reflectivity (~5-10% at 1064 nm). Source: Laser physics research in Applied Surface Science (2019).
Machine,Settings,repetition_rate,50,kHz,1,200,,"Typical for pulsed cleaning to ensure coverage without excessive heat buildup in low-melting-point woods (willow ~250-300°C char point); higher rates speed up process but risk accumulation. 50 kHz balances speed and safety. Source: Academic literature on wood ablation (Journal of Applied Physics, 2017)."
