# Rhenium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/rhenium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Rhenium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/rhenium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Rhenium,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,non-ferrous,,,,,Material subcategory
Basic,Info,Slug,rhenium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,150,W,1,180,,Optimal average power for Rhenium oxide removal without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for efficient Rhenium oxide absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Optimal spot size for precision Rhenium cleaning
Machine,Settings,repetitionRate,50,kHz,1,200,,High repetition rate for efficient Rhenium surface cleaning
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Fluence threshold for Rhenium oxide removal
Machine,Settings,pulseWidth,15,ns,0.1,1000,,Nanosecond pulse duration for controlled Rhenium oxide ablation
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Scan speed for efficient Rhenium surface coverage
Machine,Settings,passCount,3,passes,1,10,,Number of passes for complete Rhenium oxide removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal overlap for uniform Rhenium surface cleaning
Machine,Settings,power,150,W,50,300,,"Typical range for industrial cleaning of refractory metals like Rhenium to balance efficiency and avoid thermal damage; recommended starting at 150 W for 1064 nm Nd:YAG lasers. Rhenium's high reflectivity (~60% at 1064 nm) requires higher power than less reflective metals. Source: Extrapolated from studies on laser cleaning of tungsten (similar refractory properties) in J. Laser Appl. 32, 022064 (2020); manufacturer specs from IPG Photonics YLR series."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Range for effective contaminant removal without substrate ablation; slower for heavy contamination (e.g., oxides), faster for light surface prep. Recommended 1500 mm/s for optimal balance on Rhenium to minimize heat accumulation given its high thermal conductivity (48 W/m·K). Source: Industry standards from Laser CleanTech manuals and process optimization in Opt. Lasers Eng. 128, 106010 (2020); conservative for Rhenium's properties."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime typical for industrial cleaning to ablate contaminants while sparing Rhenium substrate; picosecond (ps) or femtosecond (fs) for ultra-minimal HAZ but less common industrially due to cost. Recommended 20 ns to reduce thermal effects on high-melting-point Rhenium (3186°C). Source: Laser physics research in Appl. Surf. Sci. 475, 245-252 (2019) on refractory metal cleaning; ns preferred over ps/fs for practicality per SPIE Proc. Vol. 10911."
Machine,Settings,repetition_rate,50,kHz,1,200,,"Typical for pulsed fiber lasers in cleaning; higher rates speed up process but increase heat buildup on reflective Rhenium, risking subsurface damage. Recommended 50 kHz balances speed and thermal management. Trade-off: High freq accelerates cleaning but requires faster scan speeds. Source: Academic literature in J. Phys. D: Appl. Phys. 53, 345301 (2020) on pulse train effects for metals; adapted for Rhenium from molybdenum studies."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range below Rhenium's ablation threshold (~4-5 J/cm² at 1064 nm) for safe contaminant removal; lower for light cleaning, higher for heavy. Recommended 1.5 J/cm² to avoid damage given Rhenium's high melting point and reflectivity. Damage threshold estimated >3 J/cm². Source: Ablation threshold studies in Appl. Phys. A 126, 456 (2020) for refractory metals; conservative estimate for Rhenium due to limited specific data."
Machine,Settings,spot_size,300,μm,0.1,500,,"Beam diameter range for precision vs. area coverage; smaller for fine surface prep on Rhenium components, larger for broad industrial cleaning. Recommended 300 μm for uniform energy distribution on reflective surfaces. Source: Equipment specifications from Coherent Armonia series and Trumpf lasers; based on optimization in Surf. Coat. Technol. 384, 125347 (2020) for metal cleaning applications."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy or uneven layers; recommended 2 passes for complete Rhenium cleaning to ensure uniformity without excessive heat input. Source: Industry practice from case studies in aerospace superalloy cleaning (Rhenium-containing) per J. Manuf. Processes 52, 1-12 (2020); multi-pass reduces risk of incomplete removal."
Machine,Settings,overlap_ratio,70,%,10,90,,"Ensures uniform coverage without gaps or over-ablation; higher overlap for fine Rhenium surface prep to account for reflectivity variations. Recommended 70% for optimal uniformity in industrial settings. Source: Process optimization studies in Opt. Laser Technol. 131, 106446 (2020) on scan strategies for metals; typical 50-80% range adapted for refractory materials like Rhenium."
Property,material_characteristics,electricalConductivity,5180000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,1.93e-7,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,4.5,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,1.6,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,463,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,773,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,21.02,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,245,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.96,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,980,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,1034,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,1138,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.35,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,5869,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,36200000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,3453,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.051,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,3459,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.68,,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,244,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,4.1,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,0.42,1,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.42,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,2.1,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.85,dimensionless (reflectance),,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,3453,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.8,MPa·m^0.5,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,1.33e-7,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,3459,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,133,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.62,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,48,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000045,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.38,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.0000172,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.8,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Electronics,,,,,Industry application
Application,Industries,Application 3,Medical Device Manufacturing,,,,,Industry application
Application,Industries,Application 4,Nuclear Technology,,,,,Industry application
Application,Industries,Application 5,Research and Laboratory,,,,,Industry application
Application,Industries,Application 6,Automotive Racing,,,,,Industry application
Application,Industries,Application 7,Chemical Processing,,,,,Industry application
Application,Industries,Application 8,Jewelry and Luxury Goods,,,,,Industry application
Application,Industries,Application 9,Marine and Offshore,,,,,Industry application
Application,Industries,Application 10,Energy Generation,,,,,Industry application
