Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,200,μs,0.2,200
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,0.78,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,78.0,GPa,None,None
Material Characteristics,Oxidationresistance,1.0,dimensionless (resistance index),None,None
Material Characteristics,Density,2.65,g/cm³,None,None
Material Characteristics,Hardness,7.0,Mohs,None,None
Material Characteristics,Corrosionresistance,0.96,dimensionless,None,None
Material Characteristics,Compressivestrength,85.0,MPa,None,None
Material Characteristics,Flexuralstrength,12.5,MPa,None,None
Material Characteristics,Tensilestrength,12.5,MPa,None,None
Material Characteristics,Porosity,0.4,%,None,None
Material Characteristics,Laserdamagethreshold,0.75,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.2,dimensionless,0.1,0.3
Laser-Material Interaction,Absorptioncoefficient,100,m⁻¹,10,1000
Laser-Material Interaction,Laserdamagethreshold,8,J/cm²,5,15
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,1,2
Laser-Material Interaction,Reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,Thermaldestructionpoint,1983,K,1500,2000
Laser-Material Interaction,Vaporpressure,0.001,Pa,0.001,0.1
Laser-Material Interaction,Thermaldestruction,1983.0,K,None,None
Laser-Material Interaction,Specificheat,740.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.035,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,2.04,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.2e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.32,,None,None
Laser-Material Interaction,Thermaldiffusivity,1.05e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,4.2,J/cm²,None,None
,Metric,1064,nm,None,None
