Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Silicon,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: silicon, laser cleaning, semiconductor, elemental, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,25,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,10,200
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,cubic,crystal system,None,None
Material Characteristics,Electricalresistivity,2300.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.75,MPa√m,None,None
Material Characteristics,Youngsmodulus,169000000000.0,Pa,None,None
Material Characteristics,Oxidationresistance,2.27,dimensionless,None,None
Material Characteristics,Density,2329.0,kg/m³,None,None
Material Characteristics,Hardness,9.3,GPa,7.0,12.0
Material Characteristics,Corrosionresistance,0.98,dimensionless (resistance index),None,None
Material Characteristics,Compressivestrength,7000.0,MPa,None,None
Material Characteristics,Flexuralstrength,295.0,MPa,None,None
Material Characteristics,Tensilestrength,7000.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,0.25,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,1.0,J/cm²,0.5,2.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.8,1.5
Laser-Material Interaction,Reflectivity,0.35,dimensionless,0.3,0.4
Laser-Material Interaction,Thermaldestructionpoint,1687,K,1600,1800
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.01,1
Laser-Material Interaction,Thermaldestruction,1687.0,K,None,None
Laser-Material Interaction,Specificheat,702.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.36,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,148.0,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,2.6e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,336000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,8.8e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.5,J/cm²,None,None
,Metric,1064,nm,None,None
