Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Glass Fiber Reinforced Polymers GFRP,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: glass fiber reinforced polymers gfrp, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2026-01-09,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Dwelltime,0.2,ms,0.2,200
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,2.1,MPa m^{0.5},None,None
Material Characteristics,Density,1.85,g/cm³,None,None
Material Characteristics,Oxidationresistance,220.0,°C,None,None
Material Characteristics,Youngsmodulus,38.0,GPa,None,None
Material Characteristics,Hardness,85.0,Shore D,None,None
Material Characteristics,Compressivestrength,280.0,MPa,None,None
Material Characteristics,Tensilestrength,570.0,MPa,None,None
Material Characteristics,Flexuralstrength,450.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless (retention factor),None,None
Material Characteristics,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,5000,m⁻¹,1000,10000
Laser-Material Interaction,Laserdamagethreshold,15,J/cm²,5,25
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,2
Laser-Material Interaction,Reflectivity,0.05,dimensionless,0.04,0.06
Laser-Material Interaction,Thermaldestructionpoint,673,K,573,773
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,623.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.05,%,None,None
Laser-Material Interaction,Thermalexpansion,1.7e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.35,W/m·K,None,None
Laser-Material Interaction,Specificheat,930.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,4500.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.04e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,3.2,J/cm²,None,None
,Metric,1064,nm,None,None
