Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,100000000000.0,Ω·m,,
Material Characteristics,fractureToughness,0.75,MPa√m,,
Material Characteristics,density,2500.0,kg/m³,,
Material Characteristics,oxidationResistance,1.0,dimensionless,,
Material Characteristics,youngsModulus,70.0,GPa,,
Material Characteristics,hardness,5.5,GPa,,
Material Characteristics,compressiveStrength,1000.0,MPa,,
Material Characteristics,tensileStrength,40.0,MPa,,
Material Characteristics,flexuralStrength,50.0,MPa,,
Material Characteristics,corrosionResistance,0.92,dimensionless,,
Material Characteristics,laserDamageThreshold,15.0,J/cm²,,
Laser-Material Interaction,absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,absorptionCoefficient,20,m⁻¹,10,100
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1,MW/m,0.5,2
Laser-Material Interaction,reflectivity,0.08,dimensionless,0.05,0.1
Laser-Material Interaction,thermalDestructionPoint,1700,K,1600,1800
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,719.0,°C,,
Laser-Material Interaction,laserReflectivity,0.04,dimensionless (fraction),,
Laser-Material Interaction,thermalExpansion,9e-06,K^{-1},,
Laser-Material Interaction,thermalConductivity,1.0,W/m·K,,
Laser-Material Interaction,specificHeat,837.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,10.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,4.7e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,4.2,J/cm²,,
