Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,10000000000.0,Ω·m,,
Material Characteristics,fractureToughness,0.9,MPa√m,,
Material Characteristics,youngsModulus,70.0,GPa,,
Material Characteristics,oxidationResistance,0.0,mg/(cm²·h),,
Material Characteristics,density,2.4,g/cm³,,
Material Characteristics,hardness,620.0,HV,,
Material Characteristics,corrosionResistance,0.96,dimensionless,,
Material Characteristics,compressiveStrength,414.0,MPa,,
Material Characteristics,flexuralStrength,70.0,MPa,,
Material Characteristics,tensileStrength,55.0,MPa,,
Material Characteristics,porosity,0.3,%,,
Material Characteristics,laserDamageThreshold,2.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.25,dimensionless,0.1,0.5
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,3,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,thermalDestructionPoint,1600,K,1400,1800
Laser-Material Interaction,vaporPressure,0.1,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,1573.0,K,,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.85,dimensionless,,
Laser-Material Interaction,thermalConductivity,1.5,W/m·K,,
Laser-Material Interaction,thermalExpansion,5.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,25000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,6.9e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.8,J/cm²,,
