Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Tantalum,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: tantalum, laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,300,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Energydensity,2,J/cm²,0.1,20.0
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,50,kHz,1,200
Material Characteristics,Youngsmodulus,186.0,GPa,None,None
Material Characteristics,Oxidationresistance,573.0,K,None,None
Material Characteristics,Density,16.65,g/cm³,None,None
Material Characteristics,Hardness,0.92,GPa,None,None
Material Characteristics,Corrosionresistance,520000.0,ohm·cm²,None,None
Material Characteristics,Compressivestrength,240.0,MPa,None,None
Material Characteristics,Flexuralstrength,310.0,MPa,None,None
Material Characteristics,Tensilestrength,207.0,MPa,None,None
Material Characteristics,Fracturetoughness,28.0,MPa√m,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Electricalresistivity,1.32e-07,Ω·m,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,5731.0,K,None,None
Material Characteristics,Absorptioncoefficient,86130000.0,m^{-1},None,None
Material Characteristics,Electricalconductivity,7610000.0,S/m,None,None
Material Characteristics,Meltingpoint,3290.0,K,None,None
Material Characteristics,Vaporpressure,2.66,Pa,None,None
Material Characteristics,Thermaldestructionpoint,3290.0,K,None,None
Material Characteristics,Reflectivity,0.42,dimensionless,None,None
Material Characteristics,Thermalshockresistance,155.0,K,None,None
Material Characteristics,Surfaceroughness,0.8,μm,None,None
Material Characteristics,Laserdamagethreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,0.3,0.4
Laser-Material Interaction,Absorptioncoefficient,10000000,m⁻¹,5000000,20000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,3.0,MW/m,2.0,4.0
Laser-Material Interaction,Reflectivity,0.65,dimensionless,0.6,0.7
Laser-Material Interaction,Thermaldestructionpoint,3290,K,3200,3400
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,3290.0,K,None,None
Laser-Material Interaction,Specificheat,140.7,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.48,%,None,None
Laser-Material Interaction,Thermalconductivity,57.5,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,6.3e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.31,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,2.27e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
